Type,Field,Genotype,Block,Length,Width,Area,Weight
Triticum aestivum,Field_1,CV_2,I,6.45,3.48,17.45,43.82
Triticum aestivum,Field_1,CV_2,I,6.4,2.86,13.9,32.44
Triticum aestivum,Field_1,CV_2,I,6.62,3.52,18.43,47.11
Triticum aestivum,Field_1,CV_2,I,6.73,3.51,17.73,44.76
Triticum aestivum,Field_1,CV_2,I,6.62,3.92,20.39,53.83
Triticum aestivum,Field_1,CV_2,I,6.17,3.01,14.13,33.15
Triticum aestivum,Field_1,CV_2,I,6.24,2.88,13.46,31.08
Triticum aestivum,Field_1,CV_2,I,6.5,4.01,20.2,53.18
Triticum aestivum,Field_1,CV_2,I,6.05,2.55,11.42,25.02
Triticum aestivum,Field_1,CV_2,I,6.74,4.25,20.63,54.67
Triticum aestivum,Field_1,CV_2,I,6.26,3.31,16.49,40.64
Triticum aestivum,Field_1,CV_2,I,5.78,3.58,15.6,37.78
Triticum aestivum,Field_1,CV_2,I,6.85,3.16,16.95,42.18
Triticum aestivum,Field_1,CV_2,I,6.05,3.69,16.51,40.73
Triticum aestivum,Field_1,CV_2,I,5.26,2.76,10.87,23.44
Triticum aestivum,Field_1,CV_2,I,6.05,2.65,12.08,26.93
Triticum aestivum,Field_1,CV_2,I,5.17,3.13,12.17,27.22
Triticum aestivum,Field_1,CV_2,I,5.95,2.08,8.87,17.92
Triticum aestivum,Field_1,CV_2,I,6.33,3.97,19.8,51.77
Triticum aestivum,Field_1,CV_2,I,5.51,3.25,13.23,30.38
Triticum aestivum,Field_1,CV_2,I,6.69,3.95,20.17,53.06
Triticum aestivum,Field_1,CV_2,I,5.32,2.55,9.97,20.9
Triticum aestivum,Field_1,CV_2,I,5.67,2.8,12.03,26.8
Triticum aestivum,Field_1,CV_2,I,5.36,2.64,10.99,23.77
Triticum aestivum,Field_1,CV_2,I,5.72,3.36,14.77,35.14
Triticum aestivum,Field_1,CV_2,I,5.66,2.73,11.44,25.07
Triticum aestivum,Field_1,CV_2,I,6.22,2.48,11.32,24.74
Triticum aestivum,Field_1,CV_2,I,6.39,3.39,16.95,42.15
Triticum aestivum,Field_1,CV_2,I,6.9,3.69,19.19,49.7
Triticum aestivum,Field_1,CV_2,I,6.42,3.51,17.52,44.05
Triticum aestivum,Field_1,CV_2,I,5.95,3.12,14.15,33.21
Triticum aestivum,Field_1,CV_2,I,6.63,3.63,18.79,48.31
Triticum aestivum,Field_1,CV_2,I,4.28,1.79,5.52,9.56
Triticum aestivum,Field_1,CV_2,I,6.43,2.39,11.31,24.69
Triticum aestivum,Field_1,CV_2,I,5.94,3.26,14.35,33.84
Triticum aestivum,Field_1,CV_2,I,6.75,4.26,21.8,58.8
Triticum aestivum,Field_1,CV_2,I,5.25,2.53,10.27,21.74
Triticum aestivum,Field_1,CV_2,I,5.78,2.4,9.97,20.9
Triticum aestivum,Field_1,CV_2,I,6.31,2.88,14.07,32.96
Triticum aestivum,Field_1,CV_2,I,6.48,3.39,16.74,41.48
Triticum aestivum,Field_1,CV_2,I,6.03,2.65,11.5,25.25
Triticum aestivum,Field_1,CV_2,I,6.24,3.28,15.54,37.59
Triticum aestivum,Field_1,CV_2,I,6.13,2.56,11.35,24.81
Triticum aestivum,Field_1,CV_2,I,6.44,3.53,17.86,45.18
Triticum aestivum,Field_1,CV_2,I,5.78,2.27,9.77,20.37
Triticum aestivum,Field_1,CV_2,I,4.77,2.72,9.95,20.85
Triticum aestivum,Field_1,CV_2,I,6.73,3.34,17.56,44.17
Triticum aestivum,Field_1,CV_2,I,6.43,3.1,14.86,35.45
Triticum aestivum,Field_1,CV_2,I,6.11,3.29,15.46,37.33
Triticum aestivum,Field_1,CV_2,I,5.59,2.23,8.83,17.8
Triticum aestivum,Field_1,CV_2,I,6.32,3.58,17.33,43.41
Triticum aestivum,Field_1,CV_2,I,6.91,3.95,21.09,56.29
Triticum aestivum,Field_1,CV_2,I,6.11,3.41,15.69,38.07
Triticum aestivum,Field_1,CV_2,I,6.44,2.23,10.28,21.77
Triticum aestivum,Field_1,CV_2,I,4.98,3.32,11.81,26.15
Triticum aestivum,Field_1,CV_2,I,4.53,2.48,8.63,17.28
Triticum aestivum,Field_1,CV_2,I,6.91,3.44,18.44,47.14
Triticum aestivum,Field_1,CV_2,I,5.0,2.54,9.57,19.81
Triticum aestivum,Field_1,CV_2,I,6.1,3.04,13.6,31.51
Triticum aestivum,Field_1,CV_2,I,6.73,3.63,19.41,50.43
Triticum aestivum,Field_1,CV_2,I,7.17,3.68,20.17,53.06
Triticum aestivum,Field_1,CV_2,I,6.57,3.48,17.44,43.79
Triticum aestivum,Field_1,CV_2,I,5.67,2.36,9.84,20.54
Triticum aestivum,Field_1,CV_2,I,5.57,2.49,10.06,21.15
Triticum aestivum,Field_1,CV_2,I,6.92,3.14,16.25,39.9
Triticum aestivum,Field_1,CV_2,I,5.59,3.0,12.71,28.83
Triticum aestivum,Field_1,CV_2,I,5.91,3.2,14.46,34.17
Triticum aestivum,Field_1,CV_2,I,6.13,2.68,12.01,26.73
Triticum aestivum,Field_1,CV_2,I,5.6,2.1,8.74,17.56
Triticum aestivum,Field_1,CV_2,I,6.28,3.87,18.7,48.01
Triticum aestivum,Field_1,CV_2,I,6.23,3.86,18.32,46.72
Triticum aestivum,Field_1,CV_2,I,6.08,3.89,17.46,43.85
Triticum aestivum,Field_1,CV_2,I,6.44,3.67,18.49,47.32
Triticum aestivum,Field_1,CV_2,I,6.28,3.48,17.15,42.82
Triticum aestivum,Field_1,CV_2,I,5.95,2.7,12.58,28.43
Triticum aestivum,Field_1,CV_2,I,5.98,3.06,13.24,30.43
Triticum aestivum,Field_1,CV_2,I,6.35,3.32,16.27,39.95
Triticum aestivum,Field_1,CV_2,I,6.57,2.75,13.8,32.14
Triticum aestivum,Field_1,CV_2,I,6.14,2.97,13.54,31.32
Triticum aestivum,Field_1,CV_2,I,6.72,3.35,18.08,45.92
Triticum aestivum,Field_1,CV_2,I,6.05,2.23,10.15,21.42
Triticum aestivum,Field_1,CV_2,I,6.75,3.89,20.38,53.8
Triticum aestivum,Field_1,CV_2,I,6.55,3.55,17.18,42.94
Triticum aestivum,Field_1,CV_2,I,7.07,3.6,19.95,52.29
Triticum aestivum,Field_1,CV_2,I,6.56,3.37,16.79,41.63
Triticum aestivum,Field_1,CV_2,I,5.6,3.54,15.17,36.43
Triticum aestivum,Field_1,CV_2,I,5.91,3.52,15.46,37.33
Triticum aestivum,Field_1,CV_2,I,6.49,3.04,14.43,34.09
Triticum aestivum,Field_1,CV_2,I,6.36,3.83,18.62,47.74
Triticum aestivum,Field_1,CV_2,I,6.69,3.38,17.76,44.85
Triticum aestivum,Field_1,CV_2,I,5.44,2.29,9.4,19.35
Triticum aestivum,Field_1,CV_2,I,6.21,3.47,16.43,40.47
Triticum aestivum,Field_1,CV_2,I,6.59,3.65,19.18,49.64
Triticum aestivum,Field_1,CV_2,I,6.39,3.29,16.05,39.24
Triticum aestivum,Field_1,CV_2,I,4.55,1.89,6.35,11.51
Triticum aestivum,Field_1,CV_2,I,6.07,3.04,14.37,33.89
Triticum aestivum,Field_1,CV_2,I,5.52,3.13,12.83,29.18
Triticum aestivum,Field_1,CV_2,I,4.91,2.16,7.83,15.18
Triticum aestivum,Field_1,CV_2,I,6.31,3.26,15.62,37.84
Triticum aestivum,Field_1,CV_2,I,5.91,3.39,15.72,38.18
Triticum aestivum,Field_1,CV_2,I,6.44,2.68,12.91,29.42
Triticum aestivum,Field_1,CV_2,I,6.23,3.29,15.53,37.56
Triticum aestivum,Field_1,CV_2,I,4.26,1.95,6.43,11.7
Triticum aestivum,Field_1,CV_2,I,6.72,3.69,18.34,46.81
Triticum aestivum,Field_1,CV_2,I,5.91,3.49,15.35,36.99
Triticum aestivum,Field_1,CV_2,I,6.42,3.54,18.02,45.71
Triticum aestivum,Field_1,CV_2,I,5.86,2.53,10.88,23.47
Triticum aestivum,Field_1,CV_2,I,5.83,3.04,13.22,30.35
Triticum aestivum,Field_1,CV_2,I,6.02,2.72,12.13,27.09
Triticum aestivum,Field_1,CV_2,I,6.79,3.52,18.63,47.77
Triticum aestivum,Field_1,CV_2,I,6.31,2.87,13.84,32.25
Triticum aestivum,Field_1,CV_2,I,6.55,3.79,19.65,51.25
Triticum aestivum,Field_1,CV_2,I,6.11,3.15,14.71,34.97
Triticum aestivum,Field_1,CV_2,I,6.13,2.8,12.78,29.04
Triticum aestivum,Field_1,CV_2,I,6.95,3.65,19.73,51.53
Triticum aestivum,Field_1,CV_2,I,6.92,3.61,19.31,50.09
Triticum aestivum,Field_1,CV_2,I,6.21,3.01,14.52,34.36
Triticum aestivum,Field_1,CV_2,I,6.24,3.1,15.01,35.9
Triticum aestivum,Field_1,CV_2,I,6.57,2.97,14.68,34.86
Triticum aestivum,Field_1,CV_2,I,5.03,2.18,8.04,15.73
Triticum aestivum,Field_1,CV_2,I,5.95,2.86,12.38,27.83
Triticum aestivum,Field_1,CV_2,I,5.8,3.16,14.36,33.87
Triticum aestivum,Field_1,CV_2,I,6.31,3.06,14.49,34.28
Triticum aestivum,Field_1,CV_2,I,4.84,2.61,9.24,18.91
Triticum aestivum,Field_1,CV_2,I,6.53,3.51,17.37,43.55
Triticum aestivum,Field_1,CV_2,I,6.2,3.47,15.86,38.61
Triticum aestivum,Field_1,CV_2,I,6.31,3.03,14.64,34.75
Triticum aestivum,Field_1,CV_2,I,6.44,3.25,15.25,36.65
Triticum aestivum,Field_1,CV_2,I,6.25,3.45,16.2,39.72
Triticum aestivum,Field_1,CV_2,I,5.72,2.62,11.49,25.23
Triticum aestivum,Field_1,CV_2,I,6.67,2.92,15.01,35.9
Triticum aestivum,Field_1,CV_2,I,6.67,3.25,17.01,42.36
Triticum aestivum,Field_1,CV_2,I,5.76,2.5,10.3,21.82
Triticum aestivum,Field_1,CV_2,I,6.07,2.33,10.93,23.59
Triticum aestivum,Field_1,CV_2,I,5.88,2.87,13.01,29.74
Triticum aestivum,Field_1,CV_2,I,6.13,3.44,16.12,39.46
Triticum aestivum,Field_1,CV_2,I,5.98,3.17,14.79,35.23
Triticum aestivum,Field_1,CV_2,I,6.5,3.86,18.84,48.49
Triticum aestivum,Field_1,CV_2,I,6.46,2.55,13.3,30.59
Triticum aestivum,Field_1,CV_2,I,6.07,2.57,11.99,26.67
Triticum aestivum,Field_1,CV_2,I,6.98,3.67,19.58,51.04
Triticum aestivum,Field_1,CV_2,I,7.08,3.64,19.73,51.53
Triticum aestivum,Field_1,CV_2,I,6.11,3.13,14.34,33.81
Triticum aestivum,Field_1,CV_2,I,6.26,2.94,13.51,31.24
Triticum aestivum,Field_1,CV_2,I,6.83,3.4,17.62,44.38
Triticum aestivum,Field_1,CV_2,I,5.76,3.43,15.0,35.87
Triticum aestivum,Field_1,CV_2,I,5.69,2.68,11.61,25.56
Triticum aestivum,Field_1,CV_2,I,6.7,4.19,21.31,57.07
Triticum aestivum,Field_1,CV_2,I,5.17,2.15,8.08,15.84
Triticum aestivum,Field_1,CV_2,I,6.44,3.61,18.19,46.3
Triticum aestivum,Field_1,CV_2,I,5.76,2.95,12.93,29.47
Triticum aestivum,Field_1,CV_2,I,6.82,4.38,22.48,61.24
Triticum aestivum,Field_1,CV_2,I,5.67,3.04,12.49,28.17
Triticum aestivum,Field_1,CV_2,I,6.78,2.69,13.65,31.68
Triticum aestivum,Field_1,CV_2,I,5.4,3.29,13.55,31.38
Triticum aestivum,Field_1,CV_2,I,6.34,2.8,13.76,32.0
Triticum aestivum,Field_1,CV_2,I,5.84,3.6,16.05,39.24
Triticum aestivum,Field_1,CV_2,I,6.32,2.88,13.54,31.32
Triticum aestivum,Field_1,CV_2,I,5.39,2.83,11.71,25.87
Triticum aestivum,Field_1,CV_2,I,4.5,2.16,7.34,13.94
Triticum aestivum,Field_1,CV_2,I,4.57,2.0,7.0,13.11
Triticum aestivum,Field_1,CV_2,I,6.88,3.91,19.69,51.4
Triticum aestivum,Field_1,CV_2,I,4.64,2.46,8.77,17.66
Triticum aestivum,Field_1,CV_2,I,6.64,3.44,17.72,44.73
Triticum aestivum,Field_1,CV_2,I,7.01,3.32,17.96,45.53
Triticum aestivum,Field_1,CV_2,I,6.28,3.15,15.06,36.06
Triticum aestivum,Field_1,CV_2,I,6.17,2.95,13.75,31.98
Triticum aestivum,Field_1,CV_2,I,6.57,4.05,19.53,50.85
Triticum aestivum,Field_1,CV_2,I,5.55,2.44,10.23,21.62
Triticum aestivum,Field_1,CV_2,I,5.81,3.29,14.8,35.25
Triticum aestivum,Field_1,CV_2,I,6.6,3.78,19.32,50.12
Triticum aestivum,Field_1,CV_2,I,6.28,2.94,13.97,32.66
Triticum aestivum,Field_1,CV_2,I,6.36,3.35,16.78,41.6
Triticum aestivum,Field_1,CV_2,I,6.19,2.94,13.32,30.65
Triticum aestivum,Field_1,CV_2,I,6.58,3.81,18.98,48.97
Triticum aestivum,Field_1,CV_2,I,4.11,1.72,5.29,9.03
Triticum aestivum,Field_1,CV_2,I,7.14,3.27,17.23,43.09
Triticum aestivum,Field_1,CV_2,I,6.32,3.29,16.36,40.24
Triticum aestivum,Field_1,CV_2,I,5.86,2.85,12.78,29.02
Triticum aestivum,Field_1,CV_2,I,5.43,2.74,10.95,23.67
Triticum aestivum,Field_1,CV_2,I,5.99,2.58,11.53,25.33
Triticum aestivum,Field_1,CV_2,I,6.67,3.29,17.09,42.62
Triticum aestivum,Field_1,CV_2,I,5.66,2.34,9.88,20.66
Triticum aestivum,Field_1,CV_2,I,6.14,3.35,15.72,38.18
Triticum aestivum,Field_1,CV_2,I,6.65,3.34,17.34,43.47
Triticum aestivum,Field_1,CV_2,I,6.23,2.81,13.13,30.08
Triticum aestivum,Field_1,CV_2,I,6.08,3.09,14.57,34.53
Triticum aestivum,Field_1,CV_2,I,5.84,2.61,11.42,25.02
Triticum aestivum,Field_1,CV_2,I,6.73,4.13,21.01,56.0
Triticum aestivum,Field_1,CV_2,I,5.77,2.41,10.15,21.4
Triticum aestivum,Field_1,CV_2,I,6.74,3.64,18.32,46.72
Triticum aestivum,Field_1,CV_2,I,5.94,2.69,11.46,25.12
Triticum aestivum,Field_1,CV_2,I,6.25,3.57,16.67,41.25
Triticum aestivum,Field_1,CV_2,I,6.57,3.63,18.88,48.61
Triticum aestivum,Field_1,CV_2,I,4.82,2.38,8.52,16.98
Triticum aestivum,Field_1,CV_2,I,6.55,3.97,20.12,52.88
Triticum aestivum,Field_1,CV_2,I,6.85,3.62,18.65,47.83
Triticum aestivum,Field_1,CV_2,I,6.15,2.9,13.43,31.0
Triticum aestivum,Field_1,CV_2,I,6.08,2.78,12.55,28.33
Triticum aestivum,Field_1,CV_2,I,6.35,3.39,16.79,41.66
Triticum aestivum,Field_1,CV_2,I,6.19,2.95,13.79,32.11
Triticum aestivum,Field_1,CV_2,I,5.61,2.97,12.5,28.19
Triticum aestivum,Field_1,CV_2,I,5.14,2.36,8.56,17.09
Triticum aestivum,Field_1,CV_2,I,6.75,3.85,20.39,53.83
Triticum aestivum,Field_1,CV_2,I,6.64,3.41,17.18,42.91
Triticum aestivum,Field_1,CV_2,I,5.82,2.65,10.77,23.14
Triticum aestivum,Field_1,CV_2,I,4.06,2.39,7.03,13.17
Triticum aestivum,Field_1,CV_2,I,6.45,3.36,16.82,41.74
Triticum aestivum,Field_1,CV_2,I,6.32,3.23,15.79,38.38
Triticum aestivum,Field_1,CV_2,I,6.69,2.83,14.0,32.74
Triticum aestivum,Field_1,CV_2,I,6.61,3.54,18.43,47.11
Triticum aestivum,Field_1,CV_2,I,6.53,3.74,17.78,44.91
Triticum aestivum,Field_1,CV_2,I,7.02,3.76,20.6,54.57
Triticum aestivum,Field_1,CV_2,I,6.42,3.27,16.32,40.1
Triticum aestivum,Field_1,CV_2,I,5.65,2.18,9.61,19.9
Triticum aestivum,Field_1,CV_2,I,6.8,3.65,18.87,48.58
Triticum aestivum,Field_1,CV_2,I,6.2,3.17,15.34,36.96
Triticum aestivum,Field_1,CV_2,I,6.48,3.03,14.32,33.73
Triticum aestivum,Field_1,CV_2,I,5.22,2.12,8.19,16.12
Triticum aestivum,Field_1,CV_2,I,6.68,3.36,17.7,44.64
Triticum aestivum,Field_1,CV_2,I,6.85,3.72,19.34,50.22
Triticum aestivum,Field_1,CV_2,I,6.48,3.46,17.63,44.41
Triticum aestivum,Field_1,CV_2,I,6.46,3.61,17.26,43.2
Triticum aestivum,Field_1,CV_2,I,5.99,3.3,14.63,34.72
Triticum aestivum,Field_1,CV_2,I,6.04,3.29,14.89,35.53
Triticum aestivum,Field_1,CV_2,I,6.27,3.18,14.9,35.56
Triticum aestivum,Field_1,CV_2,I,6.38,2.97,14.87,35.48
Triticum aestivum,Field_1,CV_2,I,5.22,2.37,8.74,17.56
Triticum aestivum,Field_1,CV_2,I,6.61,3.48,17.28,43.26
Triticum aestivum,Field_1,CV_2,I,6.19,2.55,12.5,28.19
Triticum aestivum,Field_1,CV_2,I,6.53,3.43,17.95,45.5
Triticum aestivum,Field_1,CV_2,I,6.19,3.67,17.65,44.5
Triticum aestivum,Field_1,CV_2,I,6.61,3.67,18.56,47.53
Triticum aestivum,Field_1,CV_2,I,6.13,3.56,16.55,40.85
Triticum aestivum,Field_1,CV_2,I,5.96,2.54,11.06,23.97
Triticum aestivum,Field_1,CV_2,I,6.67,3.28,15.62,37.84
Triticum aestivum,Field_1,CV_2,I,5.57,3.06,12.36,27.77
Triticum aestivum,Field_1,CV_2,I,5.68,3.01,12.91,29.42
Triticum aestivum,Field_1,CV_2,I,5.35,2.34,9.27,18.99
Triticum aestivum,Field_1,CV_2,I,6.44,3.36,17.1,42.68
Triticum aestivum,Field_1,CV_2,I,6.01,3.95,17.98,45.59
Triticum aestivum,Field_1,CV_2,I,6.86,3.74,19.97,52.38
Triticum aestivum,Field_1,CV_2,I,6.44,3.29,16.01,39.09
Triticum aestivum,Field_1,CV_2,I,5.56,1.98,7.84,15.23
Triticum aestivum,Field_1,CV_2,I,6.02,3.53,16.25,39.9
Triticum aestivum,Field_1,CV_2,I,5.98,2.69,12.15,27.14
Triticum aestivum,Field_1,CV_2,I,6.98,3.49,18.91,48.73
Triticum aestivum,Field_1,CV_2,I,5.87,3.33,14.71,34.97
Triticum aestivum,Field_1,CV_2,I,6.11,3.16,14.4,34.0
Triticum aestivum,Field_1,CV_2,I,6.53,3.81,19.57,51.01
Triticum aestivum,Field_1,CV_2,I,6.57,4.31,21.1,56.32
Triticum aestivum,Field_1,CV_2,I,5.81,2.57,10.73,23.04
Triticum aestivum,Field_1,CV_2,I,6.55,3.66,18.52,47.41
Triticum aestivum,Field_1,CV_2,I,6.91,3.85,20.4,53.86
Triticum aestivum,Field_1,CV_2,I,5.43,3.34,14.4,34.0
Triticum aestivum,Field_1,CV_2,I,6.35,2.85,13.71,31.84
Triticum aestivum,Field_1,CV_2,I,7.0,3.83,20.71,54.95
Triticum aestivum,Field_1,CV_2,I,5.65,2.79,11.68,25.77
Triticum aestivum,Field_1,CV_2,I,7.13,3.95,21.41,57.41
Triticum aestivum,Field_1,CV_2,I,5.89,2.92,12.49,28.17
Triticum aestivum,Field_1,CV_2,I,6.27,4.2,19.27,49.94
Triticum aestivum,Field_1,CV_2,I,6.5,3.57,17.8,45.0
Triticum aestivum,Field_1,CV_2,I,5.96,2.85,12.48,28.14
Triticum aestivum,Field_1,CV_2,I,6.28,3.55,17.42,43.73
Triticum aestivum,Field_1,CV_2,I,6.05,2.97,13.93,32.52
Triticum aestivum,Field_1,CV_2,I,6.44,4.01,19.9,52.14
Triticum aestivum,Field_1,CV_2,I,6.19,3.19,15.05,36.04
Triticum aestivum,Field_1,CV_2,I,7.65,3.94,23.68,65.62
Triticum aestivum,Field_1,CV_2,I,6.57,3.72,18.13,46.1
Triticum aestivum,Field_1,CV_2,I,7.15,3.98,20.99,55.94
Triticum aestivum,Field_1,CV_2,I,6.5,3.44,17.0,42.33
Triticum aestivum,Field_1,CV_2,I,6.86,3.74,19.64,51.22
Triticum aestivum,Field_1,CV_2,I,6.26,3.86,17.87,45.21
Triticum aestivum,Field_1,CV_2,I,6.58,2.39,11.8,26.13
Triticum aestivum,Field_1,CV_2,I,6.36,3.31,15.81,38.47
Triticum aestivum,Field_1,CV_2,I,6.46,3.87,18.25,46.48
Triticum aestivum,Field_1,CV_2,I,6.55,3.76,19.42,50.46
Triticum aestivum,Field_1,CV_2,I,7.17,3.63,20.37,53.77
Triticum aestivum,Field_1,CV_2,I,6.79,3.96,20.64,54.7
Triticum aestivum,Field_1,CV_2,I,6.16,4.23,20.05,52.66
Triticum aestivum,Field_1,CV_2,I,7.03,4.05,22.06,59.75
Triticum aestivum,Field_1,CV_2,I,7.16,3.56,20.22,53.24
Triticum aestivum,Field_1,CV_2,I,6.13,3.62,17.12,42.73
Triticum aestivum,Field_1,CV_2,I,6.39,3.12,15.62,37.84
Triticum aestivum,Field_1,CV_2,I,6.23,2.65,12.04,26.83
Triticum aestivum,Field_1,CV_2,I,6.85,3.76,19.13,49.49
Triticum aestivum,Field_1,CV_2,I,5.91,2.26,9.95,20.85
Triticum aestivum,Field_1,CV_2,I,6.5,2.51,12.23,27.38
Triticum aestivum,Field_1,CV_2,I,6.16,3.19,14.76,35.11
Triticum aestivum,Field_1,CV_2,I,5.51,2.45,10.29,21.79
Triticum aestivum,Field_1,CV_2,I,7.07,3.53,19.59,51.07
Triticum aestivum,Field_1,CV_2,I,7.04,3.96,20.82,55.35
Triticum aestivum,Field_1,CV_2,I,5.86,3.05,13.36,30.78
Triticum aestivum,Field_1,CV_2,I,6.19,3.83,17.5,43.99
Triticum aestivum,Field_1,CV_2,I,6.8,3.81,19.36,50.28
Triticum aestivum,Field_1,CV_2,I,6.44,3.3,16.48,40.62
Triticum aestivum,Field_1,CV_2,I,5.24,2.53,9.23,18.89
Triticum aestivum,Field_1,CV_2,I,5.56,2.83,11.94,26.54
Triticum aestivum,Field_1,CV_2,I,4.94,2.64,10.33,21.92
Triticum aestivum,Field_1,CV_2,I,6.26,3.2,15.73,38.21
Triticum aestivum,Field_1,CV_2,I,6.31,3.37,16.17,39.61
Triticum aestivum,Field_1,CV_2,I,5.07,2.66,10.46,22.26
Triticum aestivum,Field_1,CV_2,I,5.66,2.37,10.08,21.22
Triticum aestivum,Field_1,CV_2,I,4.89,2.28,8.03,15.71
Triticum aestivum,Field_1,CV_2,I,6.26,3.06,14.72,35.0
Triticum aestivum,Field_1,CV_2,I,4.46,2.13,6.79,12.58
Triticum aestivum,Field_1,CV_2,I,5.63,2.31,10.27,21.74
Triticum aestivum,Field_1,CV_2,I,6.39,3.46,17.22,43.06
Triticum aestivum,Field_1,CV_2,I,5.12,2.62,10.18,21.49
Triticum aestivum,Field_1,CV_2,I,5.24,2.93,11.0,23.8
Triticum aestivum,Field_1,CV_2,I,6.28,3.85,18.86,48.55
Triticum aestivum,Field_1,CV_2,I,7.03,3.84,20.79,55.23
Triticum aestivum,Field_1,CV_2,I,5.78,2.39,10.24,21.67
Triticum aestivum,Field_1,CV_2,I,6.32,3.54,17.54,44.11
Triticum aestivum,Field_1,CV_2,I,6.8,3.31,17.5,43.99
Triticum aestivum,Field_1,CV_2,I,6.57,4.2,21.41,57.41
Triticum aestivum,Field_1,CV_2,I,6.23,3.45,16.57,40.93
Triticum aestivum,Field_1,CV_2,I,6.43,3.28,15.86,38.61
Triticum aestivum,Field_1,CV_2,I,6.55,3.47,17.08,42.59
Triticum aestivum,Field_1,CV_2,I,5.14,3.23,12.76,28.96
Triticum aestivum,Field_1,CV_2,I,5.66,2.9,12.27,27.51
Triticum aestivum,Field_1,CV_2,I,4.92,2.41,8.92,18.06
Triticum aestivum,Field_1,CV_2,I,6.55,3.36,17.03,42.44
Triticum aestivum,Field_1,CV_2,I,6.8,3.16,16.25,39.87
Triticum aestivum,Field_1,CV_2,I,5.39,1.85,7.14,13.46
Triticum aestivum,Field_1,CV_2,I,6.9,3.43,18.42,47.05
Triticum aestivum,Field_1,CV_2,I,6.95,4.08,21.23,56.79
Triticum aestivum,Field_1,CV_2,I,6.55,3.5,17.17,42.88
Triticum aestivum,Field_1,CV_2,I,6.5,3.26,16.41,40.38
Triticum aestivum,Field_1,CV_2,I,5.53,2.8,11.35,24.81
Triticum aestivum,Field_1,CV_2,I,6.61,3.94,20.22,53.24
Triticum aestivum,Field_1,CV_2,I,6.94,3.65,18.98,48.97
Triticum aestivum,Field_1,CV_2,I,5.66,3.79,16.52,40.76
Triticum aestivum,Field_1,CV_2,I,6.84,3.09,15.98,39.01
Triticum aestivum,Field_1,CV_2,I,5.72,2.56,10.98,23.75
Triticum aestivum,Field_1,CV_2,I,6.65,2.93,14.79,35.2
Triticum aestivum,Field_1,CV_2,I,6.19,3.31,15.27,36.74
Triticum aestivum,Field_1,CV_2,I,6.14,3.42,16.21,39.75
Triticum aestivum,Field_1,CV_2,I,6.95,3.55,19.05,49.22
Triticum aestivum,Field_1,CV_2,I,5.91,3.81,16.51,40.73
Triticum aestivum,Field_1,CV_2,I,6.79,3.53,18.49,47.29
Triticum aestivum,Field_1,CV_2,I,6.45,2.72,13.17,30.19
Triticum aestivum,Field_1,CV_2,I,5.02,2.5,9.6,19.88
Triticum aestivum,Field_1,CV_2,I,6.53,3.29,16.1,39.38
Triticum aestivum,Field_1,CV_2,I,6.92,3.49,18.82,48.43
Triticum aestivum,Field_1,CV_2,I,5.36,2.62,10.72,23.01
Triticum aestivum,Field_1,CV_2,I,5.95,3.38,15.09,36.15
Triticum aestivum,Field_1,CV_2,I,5.09,1.93,7.12,13.39
Triticum aestivum,Field_1,CV_2,I,5.65,2.9,12.95,29.55
Triticum aestivum,Field_1,CV_2,I,6.59,3.12,15.55,37.61
Triticum aestivum,Field_1,CV_2,I,5.67,3.08,12.53,28.27
Triticum aestivum,Field_1,CV_2,I,5.51,2.93,12.57,28.41
Triticum aestivum,Field_1,CV_2,I,6.85,3.58,18.6,47.68
Triticum aestivum,Field_1,CV_2,I,6.84,3.63,18.58,47.62
Triticum aestivum,Field_1,CV_2,I,6.28,3.16,15.09,36.15
Triticum aestivum,Field_1,CV_2,I,6.78,3.18,15.79,38.38
Triticum aestivum,Field_1,CV_2,I,6.8,3.46,18.04,45.8
Triticum aestivum,Field_1,CV_2,I,5.34,2.4,9.84,20.54
Triticum aestivum,Field_1,CV_2,I,6.95,3.51,19.35,50.25
Triticum aestivum,Field_1,CV_2,I,6.65,3.32,17.34,43.44
Triticum aestivum,Field_1,CV_2,I,6.44,2.56,12.47,28.09
Triticum aestivum,Field_1,CV_2,I,5.62,2.9,12.35,27.75
Triticum aestivum,Field_1,CV_2,I,6.58,3.2,16.83,41.77
Triticum aestivum,Field_1,CV_2,I,6.59,3.56,18.2,46.33
Triticum aestivum,Field_1,CV_2,I,6.53,3.32,16.49,40.67
Triticum aestivum,Field_1,CV_2,I,5.57,3.47,14.4,34.0
Triticum aestivum,Field_1,CV_2,I,6.17,3.53,16.79,41.63
Triticum aestivum,Field_1,CV_2,I,6.21,3.72,17.5,43.99
Triticum aestivum,Field_1,CV_2,I,6.84,3.91,20.89,55.6
Triticum aestivum,Field_1,CV_2,I,6.62,3.64,18.2,46.33
Triticum aestivum,Field_1,CV_2,I,6.31,3.31,16.05,39.24
Triticum aestivum,Field_1,CV_2,I,6.13,3.06,13.82,32.19
Triticum aestivum,Field_1,CV_2,I,5.18,3.14,12.61,28.51
Triticum aestivum,Field_1,CV_2,I,6.65,3.9,19.5,50.76
Triticum aestivum,Field_1,CV_2,I,6.2,3.68,16.97,42.24
Triticum aestivum,Field_1,CV_2,I,5.88,3.07,13.79,32.11
Triticum aestivum,Field_1,CV_2,I,6.15,2.44,10.92,23.57
